organizationid,groupid,quizid,schemeofworkid
3704_9799_8412,3704,9799,8412.0
7869_9799_8412,7869,9799,8412.0
6813_9799_8412,6813,9799,8412.0
11241_9799_8412,11241,9799,8412.0
9824_9799_8412,9824,9799,8412.0
2159_9799_8412,2159,9799,8412.0
2429_9799_8412,2429,9799,8412.0
7821_9799_8412,7821,9799,8412.0
5471_9799_8412,5471,9799,8412.0
3661_9799_8412,3661,9799,8412.0
691_9799_8412,691,9799,8412.0
11581_9799_8412,11581,9799,8412.0
8685_9799_8412,8685,9799,8412.0
10589_9799_8412,10589,9799,8412.0
1605_9799_8412,1605,9799,8412.0
11515_9799_8412,11515,9799,8412.0
10984_15589_8413,10984,15589,8413.0
8391_6198_8409,8391,6198,8409.0
11366_6198_8412,11366,6198,8412.0
10707_6198_8412,10707,6198,8412.0
11076_6198_8412,11076,6198,8412.0
11684_7565_8400,11684,7565,8400.0
11355_7565_8400,11355,7565,8400.0
6480_7565_8400,6480,7565,8400.0
9073_7565_8400,9073,7565,8400.0
8414_7565_8400,8414,7565,8400.0
7174_618_8412,7174,618,8412.0
10224_7565_8400,10224,7565,8400.0
8700_618_8412,8700,618,8412.0
11339_7565_8400,11339,7565,8400.0
8362_7565_8400,8362,7565,8400.0
10866_7565_8400,10866,7565,8400.0
3337_7565_8400,3337,7565,8400.0
8613_7565_8400,8613,7565,8400.0
1797_7565_8400,1797,7565,8400.0
625_7565_8400,625,7565,8400.0
11509_7565_8400,11509,7565,8400.0
1836_7565_8400,1836,7565,8400.0
6206_7565_8400,6206,7565,8400.0
8539_7565_8400,8539,7565,8400.0
4034_15321_8413,4034,15321,8413.0
11429_15321_8413,11429,15321,8413.0
2429_15321_8413,2429,15321,8413.0
4207_8386_8412,4207,8386,8412.0
5262_8386_8412,5262,8386,8412.0
2159_8386_8412,2159,8386,8412.0
10558_8386_8412,10558,8386,8412.0
2936_8386_8409,2936,8386,8409.0
5437_8386_8409,5437,8386,8409.0
5885_8386_8412,5885,8386,8412.0
9073_8386_8412,9073,8386,8412.0
10877_8386_8412,10877,8386,8412.0
8721_8386_8412,8721,8386,8412.0
3115_8386_8412,3115,8386,8412.0
5302_8386_8409,5302,8386,8409.0
1778_8386_8409,1778,8386,8409.0
7821_8386_8412,7821,8386,8412.0
482_8386_8412,482,8386,8412.0
10790_8386_8409,10790,8386,8409.0
4863_8386_8409,4863,8386,8409.0
7092_8386_8409,7092,8386,8409.0
1605_8386_8409,1605,8386,8409.0
11076_8386_8412,11076,8386,8412.0
5404_8386_8412,5404,8386,8412.0
8710_8386_8409,8710,8386,8409.0
6680_8386_8412,6680,8386,8412.0
2429_8386_8412,2429,8386,8412.0
6680_8386_8409,6680,8386,8409.0
9123_8386_8412,9123,8386,8412.0
4611_16000_8413,4611,16000,8413.0
5490_711_8408,5490,711,8408.0
5725_711_8408,5725,711,8408.0
2796_711_8408,2796,711,8408.0
5885_16000_8413,5885,16000,8413.0
10794_16000_8413,10794,16000,8413.0
58_16000_8413,58,16000,8413.0
10866_16000_8413,10866,16000,8413.0
8221_14789_8412,8221,14789,8412.0
3477_14789_8409,3477,14789,8409.0
11740_14789_8412,11740,14789,8412.0
4207_12499_8412,4207,12499,8412.0
10558_12499_8412,10558,12499,8412.0
2936_12499_8412,2936,12499,8412.0
5437_12499_8409,5437,12499,8409.0
10877_12499_8412,10877,12499,8412.0
5906_12499_8409,5906,12499,8409.0
5262_12499_8412,5262,12499,8412.0
7092_12499_8409,7092,12499,8409.0
8721_12499_8409,8721,12499,8409.0
11740_12499_8412,11740,12499,8412.0
7821_12499_8412,7821,12499,8412.0
7174_12499_8412,7174,12499,8412.0
11076_12499_8412,11076,12499,8412.0
5302_12499_8409,5302,12499,8409.0
5404_12499_8412,5404,12499,8412.0
1605_12499_8409,1605,12499,8409.0
10589_12499_8412,10589,12499,8412.0
6680_12499_8412,6680,12499,8412.0
3115_12499_8412,3115,12499,8412.0
5885_12499_8412,5885,12499,8412.0
4863_12499_8409,4863,12499,8409.0
2429_12499_8412,2429,12499,8412.0
10790_12499_8409,10790,12499,8409.0
6822_4583_8400,6822,4583,8400.0
4207_12986_8412,4207,12986,8412.0
11355_4583_8400,11355,4583,8400.0
10707_12986_8412,10707,12986,8412.0
8414_4583_8400,8414,4583,8400.0
8674_12986_8412,8674,12986,8412.0
5437_12986_8409,5437,12986,8409.0
4371_12986_8412,4371,12986,8412.0
8710_12986_8409,8710,12986,8409.0
4570_4583_8400,4570,4583,8400.0
5262_12986_8412,5262,12986,8412.0
9073_12986_8412,9073,12986,8412.0
2308_4583_8400,2308,4583,8400.0
11740_12986_8412,11740,12986,8412.0
10937_12986_8409,10937,12986,8409.0
7174_12986_8412,7174,12986,8412.0
482_12986_8412,482,12986,8412.0
7821_12986_8412,7821,12986,8412.0
10608_12986_8412,10608,12986,8412.0
10224_4583_8400,10224,4583,8400.0
5404_12986_8412,5404,12986,8412.0
9824_12986_8409,9824,12986,8409.0
11684_4583_8400,11684,4583,8400.0
6010_4583_8400,6010,4583,8400.0
5885_12986_8412,5885,12986,8412.0
989_12986_8412,989,12986,8412.0
9729_4583_8400,9729,4583,8400.0
4611_12986_8412,4611,12986,8412.0
11781_4583_8400,11781,4583,8400.0
8700_12986_8409,8700,12986,8409.0
3337_4583_8400,3337,4583,8400.0
4584_4583_8400,4584,4583,8400.0
3661_12986_8409,3661,12986,8409.0
9190_4583_8400,9190,4583,8400.0
1641_4583_8400,1641,4583,8400.0
10934_4583_8400,10934,4583,8400.0
125_12986_8409,125,12986,8409.0
7817_12986_8412,7817,12986,8412.0
10589_12986_8412,10589,12986,8412.0
8685_12986_8409,8685,12986,8409.0
7869_12986_8409,7869,12986,8409.0
11494_2810_8409,11494,2810,8409.0
10877_8386_8409,10877,8386,8409.0
4371_8386_8409,4371,8386,8409.0
3477_8386_8412,3477,8386,8412.0
11740_8386_8412,11740,8386,8412.0
5981_8386_8412,5981,8386,8412.0
11002_8386_8409,11002,8386,8409.0
4611_8386_8409,4611,8386,8409.0
10608_5152_8412,10608,5152,8412.0
8710_5152_8412,8710,5152,8412.0
10558_4840_8413,10558,4840,8413.0
10877_4840_8413,10877,4840,8413.0
58_4840_8413,58,4840,8413.0
8764_4840_8413,8764,4840,8413.0
11076_4840_8413,11076,4840,8413.0
10785_4840_8413,10785,4840,8413.0
10708_4840_8413,10708,4840,8413.0
3115_4840_8413,3115,4840,8413.0
2429_4840_8413,2429,4840,8413.0
6680_4840_8413,6680,4840,8413.0
8221_14484_8413,8221,14484,8413.0
933_14484_8413,933,14484,8413.0
9073_11602_8412,9073,11602,8412.0
4570_17052_8400,4570,17052,8400.0
2159_3374_8412,2159,3374,8412.0
6822_6385_8408,6822,6385,8408.0
4207_4468_8413,4207,4468,8413.0
11581_4468_8413,11581,4468,8413.0
5490_6385_8408,5490,6385,8408.0
2308_6385_8408,2308,6385,8408.0
10883_6385_8408,10883,6385,8408.0
5130_6385_8408,5130,6385,8408.0
4570_6385_8408,4570,6385,8408.0
6697_4468_8413,6697,4468,8413.0
8414_6385_8408,8414,6385,8408.0
9729_6385_8408,9729,6385,8408.0
7174_4468_8413,7174,4468,8413.0
4166_4468_8413,4166,4468,8413.0
482_4468_8413,482,4468,8413.0
8674_4468_8413,8674,4468,8413.0
9168_4468_8413,9168,4468,8413.0
4584_6385_8408,4584,6385,8408.0
11684_6385_8408,11684,6385,8408.0
6010_6385_8408,6010,6385,8408.0
5885_4468_8413,5885,4468,8413.0
989_4468_8413,989,4468,8413.0
5262_4468_8413,5262,4468,8413.0
2821_6385_8408,2821,6385,8408.0
2493_4468_8413,2493,4468,8413.0
3115_4468_8413,3115,4468,8413.0
5725_6385_8408,5725,6385,8408.0
9190_6385_8408,9190,6385,8408.0
149_6385_8408,149,6385,8408.0
4611_4468_8413,4611,4468,8413.0
1868_6385_8408,1868,6385,8408.0
7708_4468_8413,7708,4468,8413.0
7983_4468_8413,7983,4468,8413.0
10826_4468_8413,10826,4468,8413.0
7092_11017_8409,7092,11017,8409.0
4207_11017_8412,4207,11017,8412.0
5262_11017_8412,5262,11017,8412.0
11355_6791_8399,11355,6791,8399.0
8221_11017_8412,8221,11017,8412.0
10558_11017_8412,10558,11017,8412.0
8414_6791_8400,8414,6791,8400.0
6480_6791_8400,6480,6791,8400.0
5437_11017_8409,5437,11017,8409.0
10877_11017_8412,10877,11017,8412.0
3477_11017_8412,3477,11017,8412.0
5302_11017_8409,5302,11017,8409.0
11684_6791_8400,11684,6791,8400.0
7174_11017_8412,7174,11017,8412.0
9073_11017_8412,9073,11017,8412.0
2308_6791_8399,2308,6791,8399.0
1778_11017_8409,1778,11017,8409.0
8411_6791_8399,8411,6791,8399.0
1903_11017_8412,1903,11017,8412.0
6680_11017_8412,6680,11017,8412.0
482_11017_8412,482,11017,8412.0
1605_11017_8409,1605,11017,8409.0
10224_6791_8400,10224,6791,8400.0
7303_6791_8399,7303,6791,8399.0
11669_6791_8399,11669,6791,8399.0
4863_11017_8409,4863,11017,8409.0
2159_11017_8412,2159,11017,8412.0
3115_11017_8412,3115,11017,8412.0
10790_11017_8409,10790,11017,8409.0
5885_11017_8412,5885,11017,8412.0
2429_11017_8412,2429,11017,8412.0
11339_6791_8400,11339,6791,8400.0
2936_11017_8412,2936,11017,8412.0
9190_6791_8399,9190,6791,8399.0
1797_6791_8399,1797,6791,8399.0
8613_6791_8399,8613,6791,8399.0
6206_6791_8400,6206,6791,8400.0
4584_6791_8399,4584,6791,8399.0
5981_11017_8412,5981,11017,8412.0
6158_6791_8400,6158,6791,8400.0
4678_11017_8412,4678,11017,8412.0
11076_11017_8412,11076,11017,8412.0
11509_6791_8400,11509,6791,8400.0
3247_6791_8400,3247,6791,8400.0
4294_6791_8399,4294,6791,8399.0
2261_6791_8400,2261,6791,8400.0
4166_14094_8413,4166,14094,8413.0
10984_14094_8413,10984,14094,8413.0
10558_16063_8412,10558,16063,8412.0
6514_16063_8412,6514,16063,8412.0
7821_16063_8412,7821,16063,8412.0
3661_16063_8412,3661,16063,8412.0
6680_16063_8412,6680,16063,8412.0
11671_16063_8412,11671,16063,8412.0
6813_16063_8412,6813,16063,8412.0
11355_14178_8399,11355,14178,8399.0
3326_14178_8399,3326,14178,8399.0
1836_14178_8400,1836,14178,8400.0
11658_14178_8399,11658,14178,8399.0
8414_14178_8400,8414,14178,8400.0
11684_14178_8400,11684,14178,8400.0
3247_14178_8400,3247,14178,8400.0
8411_14178_8399,8411,14178,8399.0
11408_14178_8400,11408,14178,8400.0
4294_14178_8399,4294,14178,8399.0
1797_14178_8399,1797,14178,8399.0
11339_14178_8400,11339,14178,8400.0
8613_14178_8399,8613,14178,8399.0
11330_14178_8400,11330,14178,8400.0
11669_14178_8399,11669,14178,8399.0
6206_14178_8400,6206,14178,8400.0
6158_14178_8400,6158,14178,8400.0
10224_14178_8400,10224,14178,8400.0
11061_14178_8400,11061,14178,8400.0
5471_12986_8412,5471,12986,8412.0
11076_12986_8412,11076,12986,8412.0
1605_12986_8409,1605,12986,8409.0
4678_7903_8412,4678,7903,8412.0
125_7262_8409,125,7262,8409.0
6822_11043_8400,6822,11043,8400.0
4207_6235_8412,4207,6235,8412.0
5262_6235_8412,5262,6235,8412.0
2493_6235_8412,2493,6235,8412.0
10707_6235_8412,10707,6235,8412.0
7465_11043_8400,7465,11043,8400.0
4371_6235_8412,4371,6235,8412.0
6697_6235_8412,6697,6235,8412.0
6480_11043_8400,6480,11043,8400.0
11581_6235_8412,11581,6235,8412.0
1778_11043_8400,1778,11043,8400.0
7174_6235_8412,7174,6235,8412.0
11684_11043_8400,11684,11043,8400.0
482_6235_8412,482,6235,8412.0
5404_6235_8412,5404,6235,8412.0
9168_6235_8412,9168,6235,8412.0
10794_6235_8412,10794,6235,8412.0
5885_6235_8412,5885,6235,8412.0
989_6235_8412,989,6235,8412.0
9084_11043_8400,9084,11043,8400.0
11076_6235_8412,11076,6235,8412.0
10937_6235_8412,10937,6235,8412.0
10866_11043_8400,10866,11043,8400.0
8710_6235_8412,8710,6235,8412.0
4611_6235_8412,4611,6235,8412.0
6206_11043_8400,6206,11043,8400.0
933_6235_8412,933,6235,8412.0
2936_8386_8412,2936,8386,8412.0
10589_8386_8412,10589,8386,8412.0
4034_16000_8413,4034,16000,8413.0
10224_711_8408,10224,711,8408.0
3109_711_8408,3109,711,8408.0
2821_711_8408,2821,711,8408.0
11757_16000_8413,11757,16000,8413.0
7293_711_8408,7293,711,8408.0
3115_12435_8409,3115,12435,8409.0
10937_12435_8412,10937,12435,8412.0
10589_11602_8412,10589,11602,8412.0
9073_6985_8412,9073,6985,8412.0
6237_4468_8413,6237,4468,8413.0
933_4468_8413,933,4468,8413.0
7234_7603_8409,7234,7603,8409.0
8710_7603_8409,8710,7603,8409.0
8449_681_8413,8449,681,8413.0
5906_681_8413,5906,681,8413.0
10707_681_8413,10707,681,8413.0
10877_681_8413,10877,681,8413.0
4166_681_8413,4166,681,8413.0
989_681_8413,989,681,8413.0
11076_681_8413,11076,681,8413.0
5471_681_8413,5471,681,8413.0
8212_681_8413,8212,681,8413.0
6237_681_8413,6237,681,8413.0
7331_681_8413,7331,681,8413.0
11453_681_8413,11453,681,8413.0
2936_681_8413,2936,681,8413.0
11355_941_8399,11355,941,8399.0
4570_941_8400,4570,941,8400.0
8411_941_8399,8411,941,8399.0
9123_14417_8412,9123,14417,8412.0
11669_941_8399,11669,941,8399.0
6010_941_8400,6010,941,8400.0
9729_941_8400,9729,941,8400.0
3337_941_8400,3337,941,8400.0
6480_941_8400,6480,941,8400.0
10224_941_8400,10224,941,8400.0
8252_941_8400,8252,941,8400.0
9190_941_8400,9190,941,8400.0
4584_941_8400,4584,941,8400.0
1641_941_8400,1641,941,8400.0
8613_941_8399,8613,941,8399.0
10589_14417_8412,10589,14417,8412.0
6206_941_8400,6206,941,8400.0
1797_941_8399,1797,941,8399.0
2261_941_8400,2261,941,8400.0
6158_941_8400,6158,941,8400.0
11781_6791_8400,11781,6791,8400.0
11740_11017_8412,11740,11017,8412.0
11002_11017_8409,11002,11017,8409.0
10589_11017_8412,10589,11017,8412.0
8721_11017_8412,8721,11017,8412.0
11061_6791_8400,11061,6791,8400.0
2159_6985_8412,2159,6985,8412.0
2348_3695_8413,2348,3695,8413.0
10558_3695_8413,10558,3695,8413.0
11435_3695_8413,11435,3695,8413.0
4166_3695_8413,4166,3695,8413.0
10708_3695_8413,10708,3695,8413.0
7331_3695_8413,7331,3695,8413.0
11076_3695_8413,11076,3695,8413.0
4034_3695_8413,4034,3695,8413.0
11429_3695_8413,11429,3695,8413.0
4917_3695_8413,4917,3695,8413.0
2429_3695_8413,2429,3695,8413.0
10826_3695_8413,10826,3695,8413.0
939_3695_8413,939,3695,8413.0
933_3695_8413,933,3695,8413.0
5296_3695_8413,5296,3695,8413.0
6822_13978_8400,6822,13978,8400.0
11684_13978_8400,11684,13978,8400.0
4172_13978_8400,4172,13978,8400.0
6480_13978_8400,6480,13978,8400.0
8414_13978_8400,8414,13978,8400.0
9729_13978_8399,9729,13978,8399.0
4584_13978_8399,4584,13978,8399.0
11355_13978_8400,11355,13978,8400.0
10224_13978_8400,10224,13978,8400.0
6010_13978_8399,6010,13978,8399.0
11509_13978_8400,11509,13978,8400.0
9190_13978_8399,9190,13978,8399.0
11302_13978_8400,11302,13978,8400.0
9470_13978_8400,9470,13978,8400.0
3337_13978_8400,3337,13978,8400.0
10723_13978_8400,10723,13978,8400.0
6206_13978_8400,6206,13978,8400.0
4570_13978_8399,4570,13978,8399.0
3371_13978_8399,3371,13978,8399.0
10589_12435_8412,10589,12435,8412.0
10934_13978_8400,10934,13978,8400.0
8764_3408_8413,8764,3408,8413.0
11684_2345_8400,11684,2345,8400.0
1641_2345_8400,1641,2345,8400.0
11355_2345_8400,11355,2345,8400.0
7465_2345_8400,7465,2345,8400.0
8414_2345_8400,8414,2345,8400.0
4570_2345_8400,4570,2345,8400.0
2308_2345_8400,2308,2345,8400.0
3477_12499_8412,3477,12499,8412.0
8411_2345_8399,8411,2345,8399.0
3833_12499_8409,3833,12499,8409.0
7869_12499_8409,7869,12499,8409.0
10937_12499_8409,10937,12499,8409.0
11669_2345_8399,11669,2345,8399.0
4584_2345_8400,4584,2345,8400.0
298_2345_8400,298,2345,8400.0
9729_2345_8400,9729,2345,8400.0
6010_2345_8400,6010,2345,8400.0
3326_2345_8399,3326,2345,8399.0
9190_2345_8400,9190,2345,8400.0
6822_2345_8400,6822,2345,8400.0
10866_2345_8400,10866,2345,8400.0
11781_2345_8400,11781,2345,8400.0
3337_2345_8400,3337,2345,8400.0
8221_12499_8412,8221,12499,8412.0
11223_12499_8412,11223,12499,8412.0
3661_12499_8409,3661,12499,8409.0
6206_2345_8400,6206,2345,8400.0
8613_2345_8400,8613,2345,8400.0
11060_12499_8412,11060,12499,8412.0
1371_2345_8400,1371,2345,8400.0
1797_2345_8400,1797,2345,8400.0
11061_2345_8400,11061,2345,8400.0
11223_10844_8412,11223,10844,8412.0
8674_3695_8413,8674,3695,8413.0
8221_3695_8413,8221,3695,8413.0
7821_6235_8412,7821,6235,8412.0
8674_6198_8412,8674,6198,8412.0
8710_6198_8409,8710,6198,8409.0
11223_6198_8412,11223,6198,8412.0
5981_12499_8412,5981,12499,8412.0
3247_2345_8400,3247,2345,8400.0
3856_2345_8400,3856,2345,8400.0
8721_9054_8409,8721,9054,8409.0
933_9054_8412,933,9054,8412.0
2308_13978_8399,2308,13978,8399.0
691_12435_8412,691,12435,8412.0
11757_13978_8400,11757,13978,8400.0
10589_2565_8412,10589,2565,8412.0
7234_2362_8409,7234,2362,8409.0
5404_2362_8412,5404,2362,8412.0
482_2362_8412,482,2362,8412.0
10937_2362_8409,10937,2362,8409.0
4207_2362_8412,4207,2362,8412.0
10608_2362_8412,10608,2362,8412.0
9824_2362_8409,9824,2362,8409.0
5885_2362_8412,5885,2362,8412.0
2159_2362_8412,2159,2362,8412.0
989_2362_8412,989,2362,8412.0
4371_2362_8412,4371,2362,8412.0
8052_2362_8409,8052,2362,8409.0
11060_2362_8412,11060,2362,8412.0
3661_2362_8409,3661,2362,8409.0
3833_2362_8409,3833,2362,8409.0
8710_2362_8409,8710,2362,8409.0
7274_2362_8409,7274,2362,8409.0
11002_2362_8409,11002,2362,8409.0
8685_2362_8409,8685,2362,8409.0
4611_2362_8412,4611,2362,8412.0
1605_2362_8409,1605,2362,8409.0
11408_3171_8400,11408,3171,8400.0
11366_14789_8412,11366,14789,8412.0
11061_3171_8400,11061,3171,8400.0
4611_16063_8412,4611,16063,8412.0
11581_2362_8412,11581,2362,8412.0
7174_2362_8412,7174,2362,8412.0
1903_2362_8412,1903,2362,8412.0
7821_2362_8412,7821,2362,8412.0
8700_2362_8409,8700,2362,8409.0
8674_2362_8412,8674,2362,8412.0
125_2362_8409,125,2362,8409.0
149_14209_8400,149,14209,8400.0
5679_2362_8412,5679,2362,8412.0
1641_14209_8400,1641,14209,8400.0
9073_2362_8412,9073,2362,8412.0
5471_2362_8412,5471,2362,8412.0
298_11043_8400,298,11043,8400.0
7821_4591_8412,7821,4591,8412.0
8362_2345_8400,8362,2345,8400.0
11339_2345_8400,11339,2345,8400.0
933_9532_8413,933,9532,8413.0
11223_2810_8412,11223,2810,8412.0
5490_13608_8408,5490,13608,8408.0
8414_13608_8408,8414,13608,8408.0
58_3695_8413,58,3695,8413.0
482_3695_8413,482,3695,8413.0
11684_13608_8408,11684,13608,8408.0
1868_13608_8408,1868,13608,8408.0
149_13608_8408,149,13608,8408.0
9073_10844_8412,9073,10844,8412.0
7817_10844_8412,7817,10844,8412.0
11757_14094_8413,11757,14094,8413.0
4917_14094_8413,4917,14094,8413.0
7817_14094_8413,7817,14094,8413.0
7465_6906_8400,7465,6906,8400.0
1279_4468_8413,1279,4468,8413.0
3833_12986_8409,3833,12986,8409.0
3808_12986_8409,3808,12986,8409.0
691_12986_8409,691,12986,8409.0
3704_12986_8409,3704,12986,8409.0
11241_12986_8409,11241,12986,8409.0
2261_3171_8400,2261,3171,8400.0
3326_6086_8400,3326,6086,8400.0
10883_6086_8400,10883,6086,8400.0
8710_9799_8412,8710,9799,8412.0
8414_6086_8400,8414,6086,8400.0
2308_6086_8399,2308,6086,8399.0
8411_6086_8399,8411,6086,8399.0
11684_6086_8400,11684,6086,8400.0
8506_6086_8399,8506,6086,8399.0
11669_6086_8399,11669,6086,8399.0
6010_6086_8399,6010,6086,8399.0
6206_6086_8400,6206,6086,8400.0
1173_6086_8399,1173,6086,8399.0
625_6086_8400,625,6086,8400.0
9470_6086_8400,9470,6086,8400.0
3337_6086_8399,3337,6086,8399.0
8181_6086_8399,8181,6086,8399.0
10723_6086_8400,10723,6086,8400.0
9190_6086_8399,9190,6086,8399.0
4584_6086_8399,4584,6086,8399.0
4172_6086_8400,4172,6086,8400.0
125_9799_8412,125,9799,8412.0
3808_9799_8412,3808,9799,8412.0
149_6086_8400,149,6086,8400.0
8700_9799_8412,8700,9799,8412.0
11494_6086_8399,11494,6086,8399.0
4570_6086_8399,4570,6086,8399.0
10934_6086_8399,10934,6086,8399.0
482_9799_8412,482,9799,8412.0
453_6086_8399,453,6086,8399.0
1641_6086_8400,1641,6086,8400.0
706_6086_8399,706,6086,8399.0
2348_14094_8413,2348,14094,8413.0
11355_7012_8399,11355,7012,8399.0
8414_7012_8400,8414,7012,8400.0
11684_7012_8400,11684,7012,8400.0
4584_7012_8400,4584,7012,8400.0
2308_7012_8400,2308,7012,8400.0
8411_7012_8399,8411,7012,8399.0
8613_7012_8399,8613,7012,8399.0
1797_7012_8399,1797,7012,8399.0
10224_7012_8400,10224,7012,8400.0
11669_7012_8399,11669,7012,8399.0
6010_7012_8400,6010,7012,8400.0
11339_7012_8400,11339,7012,8400.0
9190_7012_8400,9190,7012,8400.0
6206_7012_8400,6206,7012,8400.0
4294_7012_8399,4294,7012,8399.0
1836_7012_8400,1836,7012,8400.0
3443_7012_8400,3443,7012,8400.0
11061_7012_8400,11061,7012,8400.0
8674_6235_8412,8674,6235,8412.0
11408_11043_8400,11408,11043,8400.0
2159_6235_8412,2159,6235,8412.0
3525_7603_8409,3525,7603,8409.0
10707_14946_8413,10707,14946,8413.0
4166_14946_8413,4166,14946,8413.0
939_14946_8413,939,14946,8413.0
989_14946_8413,989,14946,8413.0
6514_14946_8413,6514,14946,8413.0
6237_14946_8413,6237,14946,8413.0
11581_14946_8413,11581,14946,8413.0
8221_14946_8413,8221,14946,8413.0
8063_14946_8413,8063,14946,8413.0
10826_14946_8413,10826,14946,8413.0
10984_14946_8413,10984,14946,8413.0
2493_5382_8412,2493,5382,8412.0
6965_13608_8408,6965,13608,8408.0
2821_13608_8408,2821,13608,8408.0
3477_10844_8412,3477,10844,8412.0
11757_12986_8412,11757,12986,8412.0
8700_5152_8412,8700,5152,8412.0
11453_5152_8412,11453,5152,8412.0
3661_5152_8412,3661,5152,8412.0
8721_3651_8409,8721,3651,8409.0
2308_941_8400,2308,941,8400.0
11339_941_8400,11339,941,8400.0
3247_941_8400,3247,941,8400.0
7274_5152_8412,7274,5152,8412.0
3477_681_8413,3477,681,8413.0
10785_681_8413,10785,681,8413.0
7816_4840_8413,7816,4840,8413.0
2936_12435_8409,2936,12435,8409.0
11241_12940_8409,11241,12940,8409.0
4983_618_8412,4983,618,8412.0
8221_6622_8413,8221,6622,8413.0
3525_6622_8413,3525,6622,8413.0
8700_6235_8412,8700,6235,8412.0
8221_6235_8412,8221,6235,8412.0
8685_6235_8412,8685,6235,8412.0
6336_3695_8413,6336,3695,8413.0
5130_17052_8400,5130,17052,8400.0
11509_17052_8400,11509,17052,8400.0
9123_14409_8412,9123,14409,8412.0
11076_14946_8413,11076,14946,8413.0
10984_4468_8413,10984,4468,8413.0
11658_6385_8408,11658,6385,8408.0
5471_4468_8413,5471,4468,8413.0
10224_6385_8408,10224,6385,8408.0
4917_13162_8413,4917,13162,8413.0
8721_681_8413,8721,681,8413.0
9909_681_8413,9909,681,8413.0
3704_7262_8409,3704,7262,8409.0
11223_7262_8412,11223,7262,8412.0
9123_7262_8412,9123,7262,8412.0
1778_7903_8409,1778,7903,8409.0
8700_10844_8409,8700,10844,8409.0
3477_16063_8412,3477,16063,8412.0
3808_16063_8412,3808,16063,8412.0
3704_16063_8412,3704,16063,8412.0
2159_7903_8412,2159,7903,8412.0
10937_7903_8412,10937,7903,8412.0
7821_7903_8412,7821,7903,8412.0
9073_7080_8400,9073,7080,8400.0
6010_7080_8400,6010,7080,8400.0
3337_7080_8400,3337,7080,8400.0
10276_7080_8400,10276,7080,8400.0
3704_14417_8409,3704,14417,8409.0
11757_941_8400,11757,941,8400.0
625_941_8400,625,941,8400.0
1836_941_8400,1836,941,8400.0
10608_7603_8412,10608,7603,8412.0
7092_7603_8409,7092,7603,8409.0
4917_4907_8413,4917,4907,8413.0
3371_16063_8412,3371,16063,8412.0
8252_1600_8400,8252,1600,8400.0
482_7903_8412,482,7903,8412.0
11684_11121_8400,11684,11121,8400.0
11355_11121_8399,11355,11121,8399.0
8414_11121_8400,8414,11121,8400.0
6480_11121_8400,6480,11121,8400.0
2308_11121_8399,2308,11121,8399.0
8411_11121_8399,8411,11121,8399.0
10224_11121_8400,10224,11121,8400.0
6237_8386_8412,6237,8386,8412.0
11669_11121_8399,11669,11121,8399.0
11339_11121_8400,11339,11121,8400.0
1797_11121_8399,1797,11121,8399.0
11781_11121_8400,11781,11121,8400.0
11408_11121_8400,11408,11121,8400.0
4584_11121_8399,4584,11121,8399.0
9190_11121_8399,9190,11121,8399.0
8613_11121_8399,8613,11121,8399.0
6206_11121_8400,6206,11121,8400.0
11509_11121_8400,11509,11121,8400.0
3247_11121_8400,3247,11121,8400.0
7303_11121_8399,7303,11121,8399.0
2348_3408_8413,2348,3408,8413.0
6680_5406_8413,6680,5406,8413.0
11429_4840_8413,11429,4840,8413.0
5906_9799_8412,5906,9799,8412.0
149_11043_8400,149,11043,8400.0
1903_6235_8412,1903,6235,8412.0
10984_3695_8413,10984,3695,8413.0
8221_8386_8412,8221,8386,8412.0
8052_8386_8409,8052,8386,8409.0
11061_11121_8400,11061,11121,8400.0
8721_4591_8409,8721,4591,8409.0
2308_14209_8400,2308,14209,8400.0
11435_14946_8413,11435,14946,8413.0
11435_4468_8413,11435,4468,8413.0
10794_4468_8413,10794,4468,8413.0
6488_6385_8408,6488,6385,8408.0
58_4468_8413,58,4468,8413.0
4917_4468_8413,4917,4468,8413.0
8063_4468_8413,8063,4468,8413.0
3833_7603_8409,3833,7603,8409.0
8052_7603_8409,8052,7603,8409.0
3337_3171_8400,3337,3171,8400.0
7817_2362_8412,7817,2362,8412.0
11684_10604_8400,11684,10604,8400.0
11355_10604_8400,11355,10604,8400.0
7465_10604_8400,7465,10604,8400.0
8414_10604_8400,8414,10604,8400.0
6480_10604_8400,6480,10604,8400.0
2308_10604_8400,2308,10604,8400.0
8411_10604_8399,8411,10604,8399.0
4584_10604_8400,4584,10604,8400.0
6010_10604_8400,6010,10604,8400.0
9729_10604_8400,9729,10604,8400.0
10866_10604_8400,10866,10604,8400.0
3337_10604_8400,3337,10604,8400.0
8613_10604_8400,8613,10604,8400.0
9190_10604_8400,9190,10604,8400.0
298_10604_8400,298,10604,8400.0
11669_10604_8399,11669,10604,8399.0
4570_10604_8400,4570,10604,8400.0
1797_10604_8400,1797,10604,8400.0
6094_10604_8400,6094,10604,8400.0
518_10604_8399,518,10604,8399.0
10934_10604_8400,10934,10604,8400.0
3477_618_8412,3477,618,8412.0
933_15589_8413,933,15589,8413.0
6480_6086_8400,6480,6086,8400.0
9123_11017_8412,9123,11017,8412.0
11241_9054_8412,11241,9054,8412.0
6488_4225_8399,6488,4225,8399.0
8052_9054_8409,8052,9054,8409.0
