userid, dateofbirthid, geoid, gender
43997,20070501,825it,2
21412,20070201,3117ca,2
112276,20070501,91592nz,1
96680,20070101,531es,2
54368,20070201,857it,1
87802,20070201,1034uk,1
14057,20070201,1043uk,2
42832,20070801,478de,1
97237,20070401,3448ca,2
31585,20070401,712ie,2
88705,20070201,41de,2
88936,20070101,825it,2
54386,20070201,10103uk,2
34014,20061101,41de,1
70803,20070801,466de,2
101227,20060801,3448ca,2
26156,20070701,432de,2
15822,20070301,518es,1
37063,20070301,48de,1
99,20070601,516es,2
111924,20110801,10103uk,2
20425,20110801,518es,1
36206,20110601,518es,2
20383,20110101,984nz,2
25971,20110801,46de,1
99253,20110601,1199au,1
65078,20050601,1254au,1
60535,20031201,712ie,1
62385,20041201,1343au,1
109463,20051201,414de,2
110770,20050201,45de,2
19101,20050401,526es,2
19735,20060201,41de,1
52695,20050501,1343au,2
118256,20070301,857it,1
81318,20070601,919nz,1
87772,20061201,531es,1
19823,20070201,48de,2
100313,20070401,2351be,2
29348,20061001,516es,2
10567,20070701,414de,2
14678,20080501,857it,2
94896,20070101,510es,1
83899,20080101,424de,1
51822,20070701,432de,2
29932,20071201,91182nz,1
63434,20070901,531es,1
19626,20070601,1056uk,2
113348,20070301,9598nz,2
84781,20060901,414de,2
51733,20080201,112us,1
43153,20061001,46de,2
40692,20070101,3117ca,2
55988,20080601,1035uk,2
90264,20080801,45de,2
117749,20060901,333ca,1
87572,20080401,516es,1
5238,20070801,458de,2
25593,20080601,246be,1
97760,20070601,422de,1
103948,20071101,414de,2
37286,20071101,518es,2
2061,20070501,432de,1
68635,20080101,321ca,2
89313,20071101,531es,1
9687,20080601,46de,1
22526,20071201,728ie,2
64277,20071001,531es,2
93509,20080301,919nz,1
103593,20070401,10152uk,1
97495,20070801,2149be,1
97866,20071201,518es,2
2293,20070501,423de,2
41239,20040601,712ie,2
49685,20040701,46de,1
12058,20050101,333ca,1
65594,20031101,712ie,2
60563,20050501,41de,2
30362,20031101,84it,1
87573,20040901,11368us,2
76273,20040801,48de,2
55607,20040401,423de,2
107220,20030901,728ie,1
46914,20040901,458de,1
86873,20041101,516es,2
72227,20040101,466de,2
104932,20040601,728ie,1
45477,20031101,466de,1
28985,20031101,1040uk,1
21802,20040601,516es,1
29294,20040101,1013uk,1
43212,20040701,112us,1
98169,20040801,46de,2
93621,20050401,465de,1
44147,20050301,531es,1
95136,20041101,423de,2
1401,20040401,3195ca,1
6178,20031101,825it,2
77096,20050101,1167au,1
25786,20040101,518es,2
8200,20040401,91182nz,1
99893,20040601,1034uk,2
27624,20040601,531es,2
50499,20031201,148au,2
2179,20040401,825it,1
118949,20040401,424de,2
50851,20040901,465de,2
50322,20040101,10255uk,2
20112,20040401,1034uk,2
38244,20040201,630fr,1
27931,20040801,45de,2
6232,20050301,465de,1
13397,20040601,728ie,2
79866,20031001,510es,1
106766,20050801,825it,2
4433,20050601,516es,1
42351,20040201,1056uk,1
32654,20041001,728ie,2
93342,20050801,91182nz,2
19841,20050301,1040uk,1
43148,20040601,617fr,1
34084,20041201,1034uk,1
42693,20050301,1011uk,2
103758,20050501,3117ca,2
113875,20041201,478de,2
20930,20050801,424de,1
80145,20050301,422de,2
29647,20040701,41de,1
51565,20050201,1011uk,2
99721,20041101,466de,1
83226,20040101,516es,1
43294,20050401,1175us,2
4803,20050501,516es,1
98200,20050801,465de,1
62065,20040301,458de,2
10665,20050701,478de,1
68930,20050801,1175us,1
43243,20050401,1034uk,2
45504,20050601,73ie,2
37660,20040501,4102de,2
60791,20050701,422de,1
108768,20050201,2149be,2
5980,20050201,1043uk,1
117842,20031001,10103uk,1
95076,20040601,1043uk,2
109226,20040801,3117ca,1
77903,20061201,4404de,1
17496,20070501,1034uk,2
51429,20070201,458de,2
55017,20061001,11454us,2
93928,20070101,1011uk,2
63471,20070601,516es,2
37509,20070701,526es,1
62917,20070401,6387fr,1
67816,20060901,466de,1
97864,20070201,424de,1
107038,20060901,9598nz,2
63500,20070101,1043uk,1
77074,20070701,46de,1
20775,20061201,466de,1
66802,20070601,424de,1
71252,20060901,84it,1
94040,20060901,510es,1
46179,20061201,246be,2
69862,20070101,531es,1
52716,20061201,1056uk,2
105848,20070401,4404de,1
164,20061101,825it,1
112858,20060901,527es,2
51995,20070601,1040uk,1
25549,20061201,516es,2
113588,20070701,3448ca,2
47763,20061101,422de,2
115167,20061201,423de,2
70582,20061101,1199au,1
101614,20070301,720ie,2
29913,20070701,720ie,2
17250,20051201,350ca,1
84766,20070201,518es,1
24201,20070201,423de,1
93801,20070501,41de,1
34503,20070201,10252uk,2
70339,20070701,919nz,1
113411,20070501,119us,2
111075,20061001,48de,2
53047,20070401,1143au,1
55258,20061101,3117ca,2
75329,20070401,4404de,1
105700,20070801,526es,1
113809,20071101,1040uk,1
77309,20090801,458de,2
2914,20051101,676fr,1
99474,20051201,423de,1
5340,20060501,48de,1
104632,20060201,1143au,2
33334,20051201,10252uk,1
12092,20051201,414de,2
94661,20040801,1011uk,2
92621,20050301,1199au,1
46158,20040701,510es,2
102928,20050701,46de,2
42233,20040601,466de,2
37287,20040601,518es,2
89478,20060101,458de,2
109560,20050301,1056uk,2
70329,20060801,4102de,2
89969,20070301,1254au,2
27175,20070601,4404de,2
45866,20060901,1167au,2
25324,20070401,321ca,1
9689,20070101,46de,2
85891,20070601,167au,1
59894,20070801,526es,1
43159,20061201,1043uk,2
83497,20070201,1040uk,2
117284,20060901,984nz,1
104235,20070501,9598nz,2
106854,20061101,526es,1
23984,20070301,510es,2
117498,20070401,9598nz,1
12708,20050301,516es,2
113365,20070301,1034uk,2
50498,20060701,91592nz,1
105420,20031001,424de,1
43514,20050801,45de,1
102765,20031101,857it,1
67276,20060101,61447fr,2
67182,20040201,1172us,1
10693,20050301,516es,2
106371,20050801,526es,2
38572,20040601,1143au,2
9830,20040701,41de,1
115859,20050301,1172us,1
117539,20031001,46de,2
83423,20040701,458de,2
16998,20050801,10152uk,2
17787,20060601,41de,2
56299,20051201,10255uk,2
91203,20050301,246be,2
39433,20040401,1043uk,1
83254,20030801,4111de,1
62108,20030501,857it,2
12577,20060501,10103uk,2
27143,20060801,1056uk,1
42948,20060501,11454us,2
117593,20040301,1162us,1
99625,20040401,2351be,1
116446,20030901,458de,1
25310,20031101,10255uk,1
95804,20040801,531es,1
22481,20031001,720ie,2
93781,20060501,2149be,2
57752,20030601,1035uk,1
91811,20070101,41de,2
115034,20090701,11368us,2
84511,20070601,6387fr,2
55815,20060901,350ca,1
12680,20070401,3117ca,1
24487,20081101,518es,1
79168,20070501,516es,1
7567,20061201,11368us,2
36276,20040501,41de,1
57028,20040601,516es,2
81274,20040101,1172us,1
7335,20040401,478de,2
42220,20030401,1034uk,1
33697,20040701,857it,1
101999,20051001,4111de,1
90583,20060201,1011uk,1
74561,20040301,531es,2
91191,20040601,45de,1
110358,20031001,531es,1
26547,20041201,526es,1
64533,20040301,465de,1
16678,20040801,4404de,1
37168,20040701,333ca,2
27899,20040301,1035uk,1
109955,20040301,333ca,2
58909,20040801,350ca,1
91901,20040701,857it,2
88251,20050301,414de,2
20868,20031001,10255uk,2
104826,20040501,423de,1
78620,20050301,1040uk,2
55673,20040601,333ca,1
88776,20031001,6112fr,2
85820,20041101,41de,2
38912,20051201,414de,2
93142,20051001,526es,2
59538,20030901,84it,2
91821,20040301,857it,2
82428,20050801,350ca,1
34876,20031201,246be,1
78961,20031101,84it,1
13047,20040701,423de,1
118714,20040101,424de,1
25781,20031201,10252uk,2
25409,20040801,516es,2
104597,20031101,531es,1
56579,20031201,1056uk,2
21561,20040501,1162us,2
113576,20040401,617fr,1
84066,20031001,414de,2
13880,20040601,1034uk,1
51011,20040201,432de,1
73515,20060501,1035uk,1
80165,20040601,1034uk,1
118170,20030901,1011uk,2
29421,20040201,61447fr,1
109536,20040101,246be,1
27755,20041001,10152uk,2
2635,20050301,458de,1
1537,20050101,10255uk,2
69452,20040301,526es,1
112247,20040601,518es,2
5636,20040901,1162us,1
21718,20080301,510es,1
16821,20061001,728ie,2
107823,20090401,458de,1
106588,20080201,10252uk,2
67252,20090301,45de,1
432,20070101,466de,2
33521,20070801,48de,2
12752,20090401,6112fr,1
54371,20070801,1040uk,1
61788,20071001,423de,2
78296,20061201,10255uk,2
103170,20080501,423de,2
90665,20081101,516es,1
6427,20080901,1013uk,1
87353,20061001,1035uk,2
72987,20090501,10152uk,1
14592,20080901,458de,2
19662,20071001,10252uk,1
112236,20081201,1040uk,1
11467,20080601,10103uk,1
112827,20070101,510es,2
49374,20081201,510es,1
76170,20080501,119us,2
49005,20090101,1013uk,2
24607,20060101,424de,2
90007,20030901,1040uk,2
55641,20070401,91182nz,1
103239,20060301,1162us,1
92770,20080301,617fr,2
108801,20080301,1343au,1
98561,20080201,825it,2
85304,20071201,510es,1
115495,20070501,414de,2
6804,20060501,518es,2
1921,20070101,424de,2
71947,20070401,1167au,2
54805,20070401,91182nz,2
9553,20080701,46de,2
83376,20090201,526es,1
98671,20080101,11368us,1
58819,20080801,1056uk,1
40960,20070801,6112fr,1
84925,20090401,48de,1
5662,20070501,465de,2
29955,20081201,1343au,1
105330,20090801,1035uk,2
76201,20040101,112us,2
16380,20081101,3195ca,1
118161,20080301,432de,2
15335,20080201,10255uk,1
25797,20080701,712ie,2
89077,20080401,857it,1
75750,20080301,61447fr,1
40895,20071101,45de,2
115832,20080701,4404de,1
5775,20080101,4404de,2
17049,20080501,1011uk,1
42067,20071101,48de,2
92618,20070301,414de,1
13074,20071101,246be,1
2284,20070701,41de,2
4901,20070801,350ca,1
50605,20080601,1172us,1
37513,20080101,61447fr,2
68700,20070901,1043uk,1
69515,20071201,3448ca,2
88549,20071001,48de,2
52027,20060901,720ie,1
97326,20090701,1056uk,1
70538,20080301,41de,2
103452,20061101,2351be,1
14334,20040701,1343au,1
85281,20070401,617fr,2
13804,20080401,246be,2
32644,20080501,720ie,2
49449,20090301,516es,2
66089,20051101,10103uk,2
112963,20070101,465de,2
31309,20050301,10103uk,2
99307,20030401,712ie,1
92981,20040601,48de,2
59620,20050701,3448ca,2
32182,20040901,84it,2
89700,20060701,1056uk,2
76325,20040501,48de,2
18665,20060401,527es,1
69975,20040801,61447fr,1
46016,20060101,45de,2
94813,20060201,2149be,1
36143,20040601,148au,1
23446,20021201,4102de,1
39280,20040201,1013uk,2
53354,20040701,10252uk,1
45179,20040601,46de,1
92284,20031201,4102de,1
82496,20051001,10152uk,1
32528,20050901,676fr,2
591,20050901,516es,1
105678,20060701,48de,1
65802,20050301,1056uk,2
111855,20030901,1040uk,1
13631,20030401,4111de,1
92532,20040101,321ca,2
13292,20050301,825it,1
1906,20050501,350ca,2
22426,20050501,510es,1
112301,20041201,518es,1
44140,20051101,3195ca,2
97952,20060501,1013uk,1
72347,20051201,1043uk,2
117359,20040501,478de,2
84999,20060601,91462nz,2
66086,20041001,676fr,1
72913,20060601,1254au,1
64322,20051001,333ca,1
84897,20060501,458de,2
72891,20060501,510es,1
96245,20060801,531es,1
8854,20051201,91462nz,1
69891,20060701,466de,1
104401,20050901,424de,2
14619,20050901,10152uk,1
89296,20041101,3117ca,2
67193,20040501,1034uk,1
39474,20050601,984nz,1
9259,20041001,350ca,2
59579,20060801,919nz,1
64370,20031001,728ie,1
90163,20031001,61447fr,1
22170,20040301,10255uk,2
10800,20040501,825it,1
81409,20060301,720ie,1
72357,20050801,10152uk,2
88849,20051001,478de,2
11943,20060801,4111de,1
30994,20060701,3117ca,1
111161,20060801,3117ca,1
72521,20060401,246be,1
74965,20060701,45de,1
114950,20051101,414de,2
108310,20050701,10103uk,2
15654,20060601,4404de,1
11490,20040101,531es,1
87220,20041101,9598nz,1
66513,20051201,857it,1
77133,20060401,1056uk,1
29681,20060101,676fr,2
92367,20060501,510es,2
106689,20051201,1143au,2
117172,20060801,531es,1
31004,20051201,48de,1
33061,20060201,6112fr,2
58294,20060601,46de,1
86491,20060801,531es,1
112664,20060701,465de,2
22178,20060201,4404de,2
113639,20050901,1040uk,1
51870,20060101,432de,1
104078,20060301,10255uk,2
8434,20051001,1011uk,2
1601,20060701,516es,1
8955,20050201,423de,2
53922,20060301,1043uk,1
30571,20060101,4111de,2
58030,20050501,41de,1
115816,20060401,4404de,2
99204,20050601,1043uk,1
74378,20060301,1040uk,2
15703,20060501,510es,1
54767,20040201,2149be,1
64254,20040401,465de,2
72486,20040301,4102de,1
51652,20040701,41de,2
50990,20050101,919nz,2
62421,20060201,518es,2
58842,20040801,527es,1
39959,20040701,4404de,2
70198,20040101,11454us,1
54235,20050301,414de,2
84820,20040701,48de,1
33503,20040801,857it,1
12200,20040401,432de,2
24212,20050701,2351be,2
101256,20060601,424de,1
87037,20050201,3117ca,2
9226,20060401,1172us,2
3431,20040801,73ie,2
91020,20050901,676fr,1
18496,20051101,4102de,1
47686,20060701,97nz,2
29220,20030601,10255uk,2
111733,20060701,10103uk,2
27847,20040801,9598nz,2
103711,20060701,4102de,1
9500,20050701,516es,2
115784,20041101,1172us,2
13870,20050401,10255uk,1
48345,20040401,10252uk,1
37995,20040101,510es,1
29267,20050101,97nz,2
72183,20060301,46de,2
56387,20040701,167au,2
96605,20030901,4111de,1
29099,20041001,466de,2
23977,20031001,4111de,1
53337,20040301,119us,1
92452,20030901,61447fr,2
98683,20030901,510es,1
32673,20031101,432de,1
88366,20050601,720ie,1
15006,20030901,1056uk,2
6946,20040301,458de,1
77115,20050201,466de,2
77892,20050601,458de,2
3862,20050701,2351be,1
51716,20040901,48de,1
4589,20040801,41de,2
58506,20040301,984nz,1
77504,20050301,41de,1
100190,20050801,10152uk,1
11939,20030901,41de,1
105163,20040201,527es,2
85385,20040401,10255uk,1
1487,20040401,10152uk,2
66913,20040101,432de,2
19369,20040301,11454us,2
71447,20040801,9598nz,1
85621,20050301,1035uk,1
101346,20050401,41de,2
11649,20050101,3117ca,1
117281,20040601,516es,2
99283,20041101,712ie,2
74767,20040301,4111de,1
74537,20050601,1056uk,2
22975,20050701,10252uk,2
20855,20040501,919nz,1
37204,20040201,466de,2
29026,20040401,84it,1
65958,20050301,4111de,2
118698,20031101,518es,1
112941,20041001,465de,2
20366,20050301,350ca,1
21691,20060501,712ie,2
44453,20040701,45de,2
100972,20060601,857it,2
14686,20041101,825it,1
111561,20060101,9598nz,2
9790,20050501,465de,2
20679,20050401,466de,2
109526,20040401,728ie,2
87642,20030901,45de,2
99576,20031101,61447fr,2
74016,20031101,4102de,1
57382,20040101,1011uk,2
821,20040401,518es,1
101141,20031101,984nz,1
16360,20040201,676fr,2
86938,20040301,527es,1
10942,20040101,45de,2
45016,20040301,1035uk,2
80666,20040301,6112fr,2
83850,20031201,167au,2
37739,20050601,1034uk,1
48438,20040801,4111de,1
17040,20040501,10255uk,1
48819,20040801,41de,1
58148,20031101,712ie,2
9675,20040101,4102de,1
15196,20030901,1254au,2
40547,20050601,466de,2
55208,20030901,73ie,2
47978,20041101,4102de,1
94422,20040801,424de,1
112019,20050701,857it,2
89125,20031101,10152uk,2
116812,20030901,41de,2
32779,20031201,46de,2
16075,20050201,518es,1
112843,20050601,1043uk,2
42063,20040501,84it,2
98502,20040301,6112fr,2
72042,20041001,423de,1
97987,20050701,91462nz,2
59354,20030901,11454us,1
92541,20031101,10255uk,2
40572,20040101,458de,2
23513,20031001,10152uk,1
72895,20041001,676fr,2
82206,20041101,350ca,2
40791,20050101,518es,2
62558,20050901,424de,2
59949,20051201,84it,2
32624,20050901,720ie,2
61629,20040701,617fr,1
35514,20050801,10255uk,2
59091,20051101,510es,1
60067,20060401,531es,2
18747,20050801,1175us,1
30133,20051101,458de,2
14567,20060401,41de,1
1034,20050301,527es,2
59629,20051201,465de,2
3827,20050201,414de,1
16980,20060501,4404de,2
50017,20060801,9598nz,1
56229,20050101,617fr,1
5820,20050301,321ca,1
73056,20050301,478de,1
43849,20060701,516es,2
85645,20040601,112us,2
105596,20060401,1143au,2
86043,20060501,919nz,2
66319,20060401,422de,2
2581,20060101,1011uk,2
14923,20041201,825it,2
111681,20060101,728ie,1
52878,20060601,46de,2
88904,20060301,465de,2
10469,20060301,857it,1
108313,20060701,466de,1
60183,20041201,10103uk,1
71748,20040401,6387fr,1
28473,20040601,466de,1
55583,20031001,97nz,2
109747,20040801,321ca,1
68898,20031001,4111de,1
33202,20050801,423de,1
45362,20030901,45de,2
32848,20031001,1043uk,2
79835,20030901,333ca,1
43650,20050801,422de,2
118115,20040901,10255uk,1
41592,20040101,1162us,1
29118,20031101,518es,1
67623,20031201,1199au,1
21897,20050701,478de,1
78852,20060801,510es,1
46471,20040101,466de,1
16021,20040401,10255uk,1
68903,20050101,3195ca,2
103667,20031001,10103uk,1
68817,20040501,518es,1
61285,20031101,84it,1
65779,20031201,424de,2
55198,20030901,422de,1
75266,20040501,10255uk,2
37364,20040101,465de,2
112332,20030901,321ca,1
94777,20031001,1040uk,2
101549,20041001,10255uk,2
62614,20041001,4102de,1
32156,20031201,45de,2
26095,20031201,321ca,2
85272,20040701,48de,2
117545,20041001,10255uk,2
109607,20050201,712ie,2
25948,20040501,1035uk,1
42887,20060201,333ca,2
60713,20060401,148au,2
15638,20060101,167au,1
56183,20050501,1035uk,1
68651,20050501,424de,1
89919,20040201,11454us,1
52415,20040101,10255uk,1
2191,20060301,4111de,2
43749,20040701,48de,1
89562,20040301,321ca,1
47182,20040201,1056uk,1
90210,20040201,510es,1
2986,20041201,712ie,1
51673,20040201,676fr,1
42692,20030901,458de,1
99624,20040501,4404de,2
58970,20040501,1175us,1
65601,20040201,3448ca,1
40990,20060601,728ie,2
91938,20051001,510es,2
24481,20030201,4102de,1
34424,20041101,350ca,2
61847,20051201,1034uk,2
68066,20040501,919nz,1
98402,20040101,10255uk,2
100727,20031001,676fr,2
96534,20040801,1035uk,2
63512,20050901,2351be,1
106940,20040601,414de,1
94720,20031101,148au,1
31796,20030901,1167au,1
80380,20050401,4404de,1
34965,20050801,119us,1
112435,20060801,41de,2
88979,20040701,4102de,1
60702,20040701,518es,2
47743,20031101,526es,2
73431,20031001,112us,1
15713,20040301,333ca,2
42801,20040601,6112fr,1
30401,20040201,10152uk,1
32547,20040101,1043uk,1
88478,20031001,458de,1
88547,20040101,4111de,1
66895,20031001,1056uk,2
91716,20040401,3195ca,1
24524,20040101,424de,2
1212,20040401,518es,1
112873,20050101,676fr,1
105187,20050101,466de,2
110726,20031001,1034uk,1
72622,20040101,46de,2
53843,20040601,531es,1
99655,20040101,3195ca,1
56411,20050301,518es,1
76472,20050401,465de,2
67741,20050101,857it,2
111598,20050801,1034uk,1
1664,20040701,10255uk,2
39059,20031201,1011uk,1
82139,20050601,526es,1
45250,20050701,1172us,2
17732,20050701,167au,2
88375,20050801,1343au,1
62502,20050601,119us,1
92520,20040501,531es,1
22695,20041201,6387fr,2
114005,20040301,167au,1
38428,20050801,712ie,1
82801,20050501,919nz,1
64108,20050201,458de,1
112710,20030901,1143au,1
113387,20050601,2351be,1
75007,20040901,510es,1
60386,20041001,676fr,1
61014,20031201,526es,2
59970,20050501,4111de,1
40528,20040401,73ie,1
65452,20040201,516es,2
24230,20041201,432de,2
62247,20031001,825it,1
22156,20030701,516es,2
19682,20041201,350ca,1
26329,20050101,46de,1
87946,20030701,73ie,2
56831,20040301,458de,1
27868,20050301,4111de,1
56353,20040101,516es,1
105587,20040401,857it,2
113805,20050301,2149be,1
74498,20050301,1043uk,1
51123,20040201,825it,2
39156,20050701,527es,1
103592,20050801,3195ca,1
42293,20050701,350ca,1
97730,20041101,333ca,1
7589,20051101,10255uk,2
28746,20060701,6112fr,1
116879,20040501,6112fr,1
84650,20040801,10252uk,1
87222,20040701,6112fr,1
26288,20060101,1011uk,2
4333,20050501,617fr,1
100404,20031201,1043uk,2
31146,20060501,617fr,2
11916,20041001,350ca,1
60642,20050201,518es,1
55937,20040401,518es,1
89509,20031201,432de,2
17443,20060801,458de,1
51656,20040601,2351be,1
10743,20060101,527es,1
107284,20060601,1011uk,2
17317,20060301,518es,2
77441,20040401,10255uk,1
112424,20060801,97nz,2
60917,20030601,465de,2
19461,20060301,4102de,1
75980,20031201,6387fr,1
20229,20030901,3448ca,1
79103,20051201,91462nz,2
56318,20051001,1043uk,1
110978,20031201,1011uk,2
115968,20051001,526es,2
5144,20040401,478de,2
79043,20030701,11368us,1
92091,20040701,518es,2
104336,20060801,423de,2
55266,20040401,465de,1
42469,20040601,246be,1
75955,20030901,10252uk,2
24941,20050101,526es,1
48272,20040801,1254au,1
65373,20031001,1013uk,2
81799,20040901,1043uk,2
45555,20050201,1143au,1
84007,20030201,1167au,1
35258,20021001,516es,2
14782,20050801,516es,2
21606,20050701,112us,1
62505,20050601,414de,2
23257,20050301,676fr,2
91832,20050201,424de,1
57135,20040301,1043uk,1
37833,20031001,246be,2
35479,20040401,6112fr,1
46780,20040901,84it,2
37483,20050601,1254au,2
15705,20050901,45de,1
75966,20050101,84it,1
7832,20040401,97nz,1
12238,20050801,423de,2
569,20040301,466de,2
81403,20050401,84it,2
59953,20030901,112us,2
105646,20040501,516es,2
84535,20041201,1040uk,1
48045,20050601,1056uk,2
10471,20050801,712ie,1
39509,20041101,1043uk,1
49883,20060301,4111de,2
100119,20051101,3117ca,1
79627,20051001,432de,2
61737,20060201,527es,2
49567,20060401,11454us,2
76052,20060201,11454us,1
114087,20040601,9598nz,1
99916,20040801,4102de,1
50004,20040801,458de,1
114980,20040101,423de,2
3124,20040101,3195ca,1
103619,20031201,1034uk,1
64082,20040801,6112fr,2
83855,20031101,1162us,1
84742,20030901,676fr,1
85006,20040501,478de,2
19820,20050301,46de,2
64376,20060301,1199au,2
85129,20050501,4404de,1
86462,20060801,414de,2
83953,20050601,333ca,2
45412,20050301,167au,1
71719,20050501,4111de,2
90016,20050401,423de,1
71423,20040701,422de,2
75242,20040301,11454us,1
61268,20050701,321ca,1
115075,20060201,478de,1
73308,20041101,97nz,1
64664,20060201,73ie,1
60104,20040801,4102de,2
25828,20040701,46de,2
64144,20031101,526es,1
98216,20050101,720ie,2
103926,20050801,6112fr,2
47611,20040301,422de,2
11802,20060701,6112fr,1
40324,20040701,466de,2
17080,20031101,857it,2
70965,20050201,510es,1
14860,20060301,432de,1
91525,20040301,516es,1
62659,20050601,458de,1
76745,20040801,3448ca,1
67194,20051201,825it,2
32439,20050401,478de,1
34788,20031001,526es,1
17177,20031001,510es,1
15078,20050101,478de,2
35397,20040301,516es,1
93941,20041101,10103uk,2
117827,20040601,1035uk,1
101312,20040801,3448ca,2
50954,20031001,527es,2
69436,20040301,10152uk,1
109316,20041201,1172us,2
46774,20041001,676fr,2
28865,20030701,516es,1
80162,20030901,333ca,1
91406,20050401,321ca,2
105421,20040501,478de,1
52040,20040701,6387fr,1
61769,20060501,465de,1
39514,20060701,518es,1
97354,20030901,527es,1
3998,20030701,1056uk,1
114423,20041201,857it,1
94407,20041001,518es,2
36411,20060201,630fr,2
17160,20041001,1035uk,1
109007,20031201,1034uk,1
52592,20041101,1040uk,1
46910,20040701,414de,1
76083,20031001,531es,2
108411,20050701,2351be,1
47570,20050501,45de,1
28767,20050501,531es,2
83570,20060101,46de,2
46033,20060801,720ie,1
81914,20040401,1043uk,1
87966,20030901,414de,1
78103,20041001,4102de,1
72787,20050401,466de,1
78871,20050801,4102de,1
34148,20060401,1343au,1
39919,20040901,10252uk,2
2157,20041001,1254au,1
4151,20040501,10103uk,2
391,20050401,61447fr,2
104993,20040601,112us,1
54968,20031101,1343au,1
68242,20050301,857it,2
10489,20031201,73ie,1
58511,20050901,1056uk,1
115565,20060601,712ie,2
113548,20060201,414de,1
50193,20060601,676fr,1
17565,20060401,728ie,1
31122,20040301,825it,2
49019,20040301,11454us,2
113737,20041001,531es,2
110341,20040901,84it,1
45291,20040701,423de,1
26822,20040701,4111de,2
113699,20040101,531es,1
75550,20060501,11368us,2
6330,20030101,712ie,1
159,20031001,919nz,1
99898,20030501,1013uk,1
110568,20020901,3448ca,2
107800,20030901,424de,1
30279,20040801,1011uk,2
34140,20031201,10255uk,2
116450,20060801,41de,2
74475,20031101,73ie,2
107596,20060401,526es,1
113914,20040301,10103uk,2
97618,20040501,4102de,1
55716,20040701,466de,1
1272,20040801,527es,2
77850,20050101,526es,1
9809,20060801,414de,1
82737,20040101,9598nz,1
38649,20050901,422de,1
109455,20031201,712ie,2
39872,20041201,1056uk,1
40543,20040101,1254au,1
26498,20050701,167au,1
62816,20040401,1011uk,2
20020,20050101,48de,2
80476,20031001,1162us,2
105452,20041101,48de,1
95841,20050701,728ie,1
85723,20060101,10103uk,2
30620,20030401,3117ca,2
25573,20041001,333ca,1
15372,20050401,1043uk,1
2991,20040501,630fr,2
72810,20050501,3117ca,1
67795,20040801,9598nz,2
42881,20041201,91182nz,2
14317,20030901,531es,1
48878,20040701,458de,1
45414,20040901,531es,1
102942,20040501,41de,1
72243,20050801,112us,2
21411,20040601,10152uk,2
102102,20040601,3117ca,2
74903,20041001,41de,1
92084,20050601,10103uk,1
7553,20040201,630fr,2
108174,20031201,4111de,1
95290,20050801,3117ca,2
69487,20031001,712ie,2
86097,20040201,4111de,1
104184,20040401,10252uk,1
78175,20030201,465de,1
113681,20020901,458de,2
79753,20060501,516es,2
8521,20050801,1043uk,1
42501,20051201,720ie,2
28195,20060101,720ie,1
100040,20040301,84it,1
70360,20050501,97nz,2
10395,20040201,1040uk,2
2692,20040701,41de,2
33335,20040201,41de,2
5995,20030501,10252uk,2
118622,20050801,2351be,1
70326,20040301,46de,1
27614,20051101,423de,1
6763,20060101,1199au,1
75047,20060301,350ca,1
9540,20031001,516es,1
73435,20030901,4102de,2
38494,20050201,41de,2
104749,20031101,728ie,2
96196,20031001,466de,1
67504,20030901,1035uk,1
13400,20040201,516es,1
67887,20050501,465de,1
96670,20040101,10252uk,2
64381,20050901,1056uk,1
39898,20050901,45de,1
103023,20030501,6387fr,1
23836,20060301,1175us,2
93880,20030901,350ca,1
101136,20031001,510es,2
4526,20040501,422de,2
63642,20041101,526es,2
117454,20050501,3195ca,1
89962,20050201,1011uk,2
67988,20040501,720ie,1
91114,20040901,1172us,1
103965,20050601,4111de,1
84246,20030901,11368us,1
67087,20050501,422de,1
73017,20021201,531es,2
5201,20060101,516es,1
20568,20030201,1011uk,2
80034,20030601,423de,1
19684,20040501,676fr,1
85707,20040301,91462nz,2
38706,20040401,1056uk,1
77152,20050201,526es,2
97941,20040201,531es,1
26967,20060301,333ca,1
49947,20051201,676fr,1
70132,20041001,48de,2
40524,20050901,3448ca,1
7239,20041001,41de,2
6448,20030901,1143au,2
57892,20040701,4404de,1
66027,20040901,10252uk,2
6361,20030901,1056uk,1
63629,20030901,46de,2
32928,20031001,1040uk,1
52098,20040201,1056uk,1
58896,20031001,148au,2
40248,20031001,84it,2
27363,20030901,333ca,1
103355,20040701,321ca,2
56154,20031101,246be,2
37178,20030901,1167au,1
92798,20040101,2149be,1
91991,20040501,84it,2
65854,20050701,510es,1
90646,20031101,414de,2
29915,20040401,45de,2
45768,20040101,10255uk,2
79677,20031001,10255uk,2
17939,20040801,432de,2
85458,20040201,2149be,1
49331,20040801,526es,1
37867,20040601,516es,1
25047,20030101,1056uk,1
85942,20040901,1040uk,2
74382,20040201,712ie,1
22398,20030401,10255uk,1
114131,20030901,119us,1
18208,20040301,526es,2
15574,20030901,3117ca,1
86432,20040301,84it,2
118322,20040201,712ie,1
36295,20040101,825it,1
115526,20050801,2149be,2
106756,20040901,422de,2
69125,20030901,1011uk,1
72722,20040401,2149be,2
57448,20040901,414de,2
45149,20040701,119us,1
107078,20040201,46de,2
57277,20031201,11368us,2
116572,20031201,1162us,2
108507,20040801,424de,2
57585,20031201,119us,2
83837,20040801,61447fr,2
77728,20040701,424de,1
100750,20040501,516es,2
12440,20031101,46de,2
